age,gender,province,mother_tongue,family_income,level_studies,question,value,phoneme
33,female,Barcelona,cat,4,uni,T10_2_9,98,s
33,female,Barcelona,cat,4,uni,T10_2_10,97,s
33,female,Barcelona,cat,4,uni,T10_2_11,96,s
33,female,Barcelona,cat,4,uni,T11_2_1,89,s
33,female,Barcelona,cat,4,uni,T11_2_2,59,s
33,female,Barcelona,cat,4,uni,T11_2_3,89,s
33,female,Barcelona,cat,4,uni,T11_2_4,90,s
33,female,Barcelona,cat,4,uni,T11_2_5,92,s
33,female,Barcelona,cat,4,uni,T11_2_6,93,s
33,female,Barcelona,cat,4,uni,T11_2_7,88,s
33,female,Barcelona,cat,4,uni,T11_2_8,98,s
33,female,Barcelona,cat,4,uni,T11_2_9,100,s
33,female,Barcelona,cat,4,uni,T11_2_10,100,s
33,female,Barcelona,cat,4,uni,T11_2_11,93,s
33,female,Barcelona,cat,4,uni,T12_2_1,74,s
33,female,Barcelona,cat,4,uni,T12_2_2,65,s
33,female,Barcelona,cat,4,uni,T12_2_3,91,s
33,female,Barcelona,cat,4,uni,T12_2_4,100,s
33,female,Barcelona,cat,4,uni,T12_2_5,100,s
33,female,Barcelona,cat,4,uni,T12_2_6,99,s
33,female,Barcelona,cat,4,uni,T12_2_7,100,s
33,female,Barcelona,cat,4,uni,T12_2_8,100,s
33,female,Barcelona,cat,4,uni,T12_2_9,98,s
33,female,Barcelona,cat,4,uni,T12_2_10,100,s
33,female,Barcelona,cat,4,uni,T12_2_11,97,s
65,female,Girona,cat,3,uni,T1._1,75,z
65,female,Girona,cat,3,uni,T1._3,74,z
65,female,Girona,cat,3,uni,T1._8,77,z
65,female,Girona,cat,3,uni,T1._9,77,z
65,female,Girona,cat,3,uni,T1._10,78,z
65,female,Girona,cat,3,uni,T1._11,76,z
65,female,Girona,cat,3,uni,T2_1,98,z
65,female,Girona,cat,3,uni,T2_2,81,z
65,female,Girona,cat,3,uni,T2_3,89,z
65,female,Girona,cat,3,uni,T2_7,79,z
65,female,Girona,cat,3,uni,T2_8,95,z
65,female,Girona,cat,3,uni,T2_9,94,z
65,female,Girona,cat,3,uni,T3._1,94,z
65,female,Girona,cat,3,uni,T3._2,0,z
65,female,Girona,cat,3,uni,T3._3,93,z
65,female,Girona,cat,3,uni,T3._4,0,z
65,female,Girona,cat,3,uni,T3._5,93,z
65,female,Girona,cat,3,uni,T3._8,94,z
65,female,Girona,cat,3,uni,T3._9,96,z
65,female,Girona,cat,3,uni,T3._10,96,z
65,female,Girona,cat,3,uni,T3._11,95,z
65,female,Girona,cat,3,uni,T4._1,96,z
65,female,Girona,cat,3,uni,T4._2,93,z
65,female,Girona,cat,3,uni,T4._3,93,z
65,female,Girona,cat,3,uni,T4._4,37,z
65,female,Girona,cat,3,uni,T4._5,79,z
65,female,Girona,cat,3,uni,T4._8,95,z
65,female,Girona,cat,3,uni,T4._9,92,z
65,female,Girona,cat,3,uni,T4._10,92,z
65,female,Girona,cat,3,uni,T4._11,95,z
65,female,Girona,cat,3,uni,T5._1,58,z
65,female,Girona,cat,3,uni,T5._3,60,z
65,female,Girona,cat,3,uni,T5._5,65,z
65,female,Girona,cat,3,uni,T5._8,52,z
65,female,Girona,cat,3,uni,T5._9,49,z
65,female,Girona,cat,3,uni,T5._11,0,z
65,female,Girona,cat,3,uni,T6_1,83,z
65,female,Girona,cat,3,uni,T6_8,86,z
65,female,Girona,cat,3,uni,T6_9,85,z
65,female,Girona,cat,3,uni,T6_10,82,z
65,female,Girona,cat,3,uni,T7_1,71,s
65,female,Girona,cat,3,uni,T7_4,74,s
65,female,Girona,cat,3,uni,T7_5,73,s
65,female,Girona,cat,3,uni,T7_8,62,s
65,female,Girona,cat,3,uni,T7_9,59,s
65,female,Girona,cat,3,uni,T7_10,63,s
65,female,Girona,cat,3,uni,T8_1,80,s
65,female,Girona,cat,3,uni,T8_2,0,s
65,female,Girona,cat,3,uni,T8_3,83,s
65,female,Girona,cat,3,uni,T8_4,86,s
65,female,Girona,cat,3,uni,T8_5,87,s
65,female,Girona,cat,3,uni,T8_8,92,s
65,female,Girona,cat,3,uni,T8_9,91,s
65,female,Girona,cat,3,uni,T8_10,91,s
65,female,Girona,cat,3,uni,T8_11,88,s
65,female,Girona,cat,3,uni,T9_1,94,s
65,female,Girona,cat,3,uni,T9_3,90,s
65,female,Girona,cat,3,uni,T9_8,93,s
65,female,Girona,cat,3,uni,T9_9,95,s
65,female,Girona,cat,3,uni,T10_1,90,s
65,female,Girona,cat,3,uni,T10_3,87,s
65,female,Girona,cat,3,uni,T10_7,76,s
65,female,Girona,cat,3,uni,T10_8,58,s
65,female,Girona,cat,3,uni,T10_9,61,s
65,female,Girona,cat,3,uni,T11_1,93,s
65,female,Girona,cat,3,uni,T11_3,92,s
65,female,Girona,cat,3,uni,T11_4,94,s
65,female,Girona,cat,3,uni,T11_5,93,s
65,female,Girona,cat,3,uni,T11_8,94,s
65,female,Girona,cat,3,uni,T11_9,95,s
65,female,Girona,cat,3,uni,T11_10,90,s
65,female,Girona,cat,3,uni,T11_11,91,s
65,female,Girona,cat,3,uni,T12_1,53,s
65,female,Girona,cat,3,uni,T12_4,52,s
65,female,Girona,cat,3,uni,T12_8,51,s
65,female,Girona,cat,3,uni,T12_9,63,s
42,female,Girona,cat,4,fp,T1_2_1,76,z
42,female,Girona,cat,4,fp,T1_2_2,80,z
42,female,Girona,cat,4,fp,T1_2_3,79,z
42,female,Girona,cat,4,fp,T1_2_4,70,z
42,female,Girona,cat,4,fp,T1_2_5,72,z
42,female,Girona,cat,4,fp,T1_2_6,62,z
42,female,Girona,cat,4,fp,T1_2_7,57,z
42,female,Girona,cat,4,fp,T1_2_8,100,z
42,female,Girona,cat,4,fp,T1_2_9,100,z
42,female,Girona,cat,4,fp,T1_2_10,100,z
42,female,Girona,cat,4,fp,T1_2_11,100,z
42,female,Girona,cat,4,fp,T2_2_1,50,z
42,female,Girona,cat,4,fp,T2_2_2,42,z
42,female,Girona,cat,4,fp,T2_2_3,50,z
42,female,Girona,cat,4,fp,T2_2_4,50,z
42,female,Girona,cat,4,fp,T2_2_5,50,z
42,female,Girona,cat,4,fp,T2_2_6,73,z
42,female,Girona,cat,4,fp,T2_2_7,18,z
42,female,Girona,cat,4,fp,T2_2_8,94,z
42,female,Girona,cat,4,fp,T2_2_9,98,z
42,female,Girona,cat,4,fp,T2_2_10,89,z
42,female,Girona,cat,4,fp,T2_2_11,93,z
42,female,Girona,cat,4,fp,T3_2_1,54,z
42,female,Girona,cat,4,fp,T3_2_2,56,z
42,female,Girona,cat,4,fp,T3_2_3,66,z
42,female,Girona,cat,4,fp,T3_2_4,41,z
42,female,Girona,cat,4,fp,T3_2_5,45,z
42,female,Girona,cat,4,fp,T3_2_6,45,z
42,female,Girona,cat,4,fp,T3_2_7,50,z
42,female,Girona,cat,4,fp,T3_2_8,100,z
42,female,Girona,cat,4,fp,T3_2_9,100,z
42,female,Girona,cat,4,fp,T3_2_10,100,z
42,female,Girona,cat,4,fp,T3_2_11,100,z
42,female,Girona,cat,4,fp,T4_2_1,84,z
42,female,Girona,cat,4,fp,T4_2_2,82,z
42,female,Girona,cat,4,fp,T4_2_3,81,z
42,female,Girona,cat,4,fp,T4_2_4,70,z
42,female,Girona,cat,4,fp,T4_2_5,58,z
42,female,Girona,cat,4,fp,T4_2_6,63,z
42,female,Girona,cat,4,fp,T4_2_7,52,z
42,female,Girona,cat,4,fp,T4_2_8,100,z
42,female,Girona,cat,4,fp,T4_2_9,100,z
42,female,Girona,cat,4,fp,T4_2_10,100,z
42,female,Girona,cat,4,fp,T4_2_11,100,z
42,female,Girona,cat,4,fp,T5_2_1,73,z
42,female,Girona,cat,4,fp,T5_2_2,50,z
42,female,Girona,cat,4,fp,T5_2_3,69,z
42,female,Girona,cat,4,fp,T5_2_4,50,z
42,female,Girona,cat,4,fp,T5_2_5,59,z
42,female,Girona,cat,4,fp,T5_2_6,64,z
42,female,Girona,cat,4,fp,T5_2_7,29,z
42,female,Girona,cat,4,fp,T5_2_8,100,z
42,female,Girona,cat,4,fp,T5_2_9,100,z
42,female,Girona,cat,4,fp,T5_2_10,100,z
42,female,Girona,cat,4,fp,T5_2_11,100,z
42,female,Girona,cat,4,fp,T6_2_1,74,z
42,female,Girona,cat,4,fp,T6_2_2,77,z
42,female,Girona,cat,4,fp,T6_2_3,76,z
42,female,Girona,cat,4,fp,T6_2_4,75,z
42,female,Girona,cat,4,fp,T6_2_5,69,z
42,female,Girona,cat,4,fp,T6_2_6,52,z
42,female,Girona,cat,4,fp,T6_2_7,53,z
42,female,Girona,cat,4,fp,T6_2_8,100,z
42,female,Girona,cat,4,fp,T6_2_9,100,z
42,female,Girona,cat,4,fp,T6_2_10,100,z
42,female,Girona,cat,4,fp,T6_2_11,100,z
42,female,Girona,cat,4,fp,T7_2_1,76,s
42,female,Girona,cat,4,fp,T7_2_2,64,s
42,female,Girona,cat,4,fp,T7_2_3,73,s
42,female,Girona,cat,4,fp,T7_2_4,74,s
42,female,Girona,cat,4,fp,T7_2_5,52,s
42,female,Girona,cat,4,fp,T7_2_6,53,s
42,female,Girona,cat,4,fp,T7_2_7,50,s
42,female,Girona,cat,4,fp,T7_2_8,100,s
42,female,Girona,cat,4,fp,T7_2_9,100,s
42,female,Girona,cat,4,fp,T7_2_10,100,s
42,female,Girona,cat,4,fp,T7_2_11,100,s
42,female,Girona,cat,4,fp,T8_2_1,76,s
42,female,Girona,cat,4,fp,T8_2_2,73,s
42,female,Girona,cat,4,fp,T8_2_3,72,s
42,female,Girona,cat,4,fp,T8_2_4,63,s
42,female,Girona,cat,4,fp,T8_2_5,58,s
42,female,Girona,cat,4,fp,T8_2_6,54,s
42,female,Girona,cat,4,fp,T8_2_7,50,s
42,female,Girona,cat,4,fp,T8_2_8,100,s
42,female,Girona,cat,4,fp,T8_2_9,100,s
42,female,Girona,cat,4,fp,T8_2_10,100,s
42,female,Girona,cat,4,fp,T8_2_11,100,s
42,female,Girona,cat,4,fp,T9_2_1,75,s
42,female,Girona,cat,4,fp,T9_2_2,75,s
42,female,Girona,cat,4,fp,T9_2_3,77,s
42,female,Girona,cat,4,fp,T9_2_4,80,s
42,female,Girona,cat,4,fp,T9_2_5,71,s
42,female,Girona,cat,4,fp,T9_2_6,69,s
42,female,Girona,cat,4,fp,T9_2_7,52,s
42,female,Girona,cat,4,fp,T9_2_8,100,s
42,female,Girona,cat,4,fp,T9_2_9,100,s
42,female,Girona,cat,4,fp,T9_2_10,100,s
42,female,Girona,cat,4,fp,T9_2_11,100,s
42,female,Girona,cat,4,fp,T10_2_1,70,s
42,female,Girona,cat,4,fp,T10_2_2,78,s
42,female,Girona,cat,4,fp,T10_2_3,81,s
42,female,Girona,cat,4,fp,T10_2_4,71,s
42,female,Girona,cat,4,fp,T10_2_5,72,s
42,female,Girona,cat,4,fp,T10_2_6,59,s
42,female,Girona,cat,4,fp,T10_2_7,53,s
42,female,Girona,cat,4,fp,T10_2_8,100,s
42,female,Girona,cat,4,fp,T10_2_9,100,s
42,female,Girona,cat,4,fp,T10_2_10,100,s
42,female,Girona,cat,4,fp,T10_2_11,100,s
42,female,Girona,cat,4,fp,T11_2_1,76,s
42,female,Girona,cat,4,fp,T11_2_2,75,s
42,female,Girona,cat,4,fp,T11_2_3,79,s
42,female,Girona,cat,4,fp,T11_2_4,82,s
42,female,Girona,cat,4,fp,T11_2_5,62,s
42,female,Girona,cat,4,fp,T11_2_6,66,s
42,female,Girona,cat,4,fp,T11_2_7,50,s
42,female,Girona,cat,4,fp,T11_2_8,100,s
42,female,Girona,cat,4,fp,T11_2_9,100,s
42,female,Girona,cat,4,fp,T11_2_10,100,s
42,female,Girona,cat,4,fp,T11_2_11,100,s
42,female,Girona,cat,4,fp,T12_2_1,85,s
42,female,Girona,cat,4,fp,T12_2_2,80,s
42,female,Girona,cat,4,fp,T12_2_3,70,s
42,female,Girona,cat,4,fp,T12_2_4,75,s
42,female,Girona,cat,4,fp,T12_2_5,67,s
42,female,Girona,cat,4,fp,T12_2_6,61,s
42,female,Girona,cat,4,fp,T12_2_7,75,s
42,female,Girona,cat,4,fp,T12_2_8,100,s
42,female,Girona,cat,4,fp,T12_2_9,100,s
42,female,Girona,cat,4,fp,T12_2_10,100,s
42,female,Girona,cat,4,fp,T12_2_11,100,s
28,female,Girona,cat,1,fp,T1_2_1,17,z
28,female,Girona,cat,1,fp,T1_2_2,18,z
28,female,Girona,cat,1,fp,T1_2_3,15,z
28,female,Girona,cat,1,fp,T1_2_4,30,z
28,female,Girona,cat,1,fp,T1_2_5,29,z
28,female,Girona,cat,1,fp,T1_2_6,48,z
28,female,Girona,cat,1,fp,T1_2_7,93,z
28,female,Girona,cat,1,fp,T1_2_8,13,z
28,female,Girona,cat,1,fp,T1_2_9,16,z
28,female,Girona,cat,1,fp,T1_2_10,15,z
28,female,Girona,cat,1,fp,T1_2_11,15,z
28,female,Girona,cat,1,fp,T2_2_1,48,z
28,female,Girona,cat,1,fp,T2_2_2,32,z
28,female,Girona,cat,1,fp,T2_2_3,38,z
28,female,Girona,cat,1,fp,T2_2_4,64,z
28,female,Girona,cat,1,fp,T2_2_5,55,z
28,female,Girona,cat,1,fp,T2_2_6,60,z
28,female,Girona,cat,1,fp,T2_2_7,19,z
28,female,Girona,cat,1,fp,T2_2_8,36,z
28,female,Girona,cat,1,fp,T2_2_9,37,z
28,female,Girona,cat,1,fp,T2_2_10,34,z
28,female,Girona,cat,1,fp,T2_2_11,33,z
28,female,Girona,cat,1,fp,T3_2_1,25,z
28,female,Girona,cat,1,fp,T3_2_2,48,z
28,female,Girona,cat,1,fp,T3_2_3,35,z
28,female,Girona,cat,1,fp,T3_2_4,37,z
28,female,Girona,cat,1,fp,T3_2_5,44,z
28,female,Girona,cat,1,fp,T3_2_6,30,z
28,female,Girona,cat,1,fp,T3_2_7,62,z
28,female,Girona,cat,1,fp,T3_2_8,36,z
28,female,Girona,cat,1,fp,T3_2_9,31,z
28,female,Girona,cat,1,fp,T3_2_10,26,z
28,female,Girona,cat,1,fp,T3_2_11,32,z
28,female,Girona,cat,1,fp,T4_2_1,53,z
28,female,Girona,cat,1,fp,T4_2_2,52,z
28,female,Girona,cat,1,fp,T4_2_3,51,z
28,female,Girona,cat,1,fp,T4_2_4,59,z
28,female,Girona,cat,1,fp,T4_2_5,64,z
28,female,Girona,cat,1,fp,T4_2_6,62,z
28,female,Girona,cat,1,fp,T4_2_7,100,z
28,female,Girona,cat,1,fp,T4_2_8,27,z
28,female,Girona,cat,1,fp,T4_2_9,24,z
28,female,Girona,cat,1,fp,T4_2_10,14,z
28,female,Girona,cat,1,fp,T4_2_11,8,z
28,female,Girona,cat,1,fp,T5_2_1,100,z
28,female,Girona,cat,1,fp,T5_2_2,70,z
28,female,Girona,cat,1,fp,T5_2_3,100,z
28,female,Girona,cat,1,fp,T5_2_4,100,z
28,female,Girona,cat,1,fp,T5_2_5,100,z
28,female,Girona,cat,1,fp,T5_2_6,100,z
28,female,Girona,cat,1,fp,T5_2_7,50,z
28,female,Girona,cat,1,fp,T5_2_8,100,z
28,female,Girona,cat,1,fp,T5_2_9,100,z
28,female,Girona,cat,1,fp,T5_2_10,100,z
28,female,Girona,cat,1,fp,T5_2_11,100,z
28,female,Girona,cat,1,fp,T6_2_1,79,z
28,female,Girona,cat,1,fp,T6_2_2,50,z
28,female,Girona,cat,1,fp,T6_2_3,62,z
28,female,Girona,cat,1,fp,T6_2_4,51,z
28,female,Girona,cat,1,fp,T6_2_5,60,z
28,female,Girona,cat,1,fp,T6_2_6,53,z
28,female,Girona,cat,1,fp,T6_2_7,39,z
28,female,Girona,cat,1,fp,T6_2_8,100,z
28,female,Girona,cat,1,fp,T6_2_9,63,z
28,female,Girona,cat,1,fp,T6_2_10,49,z
28,female,Girona,cat,1,fp,T6_2_11,52,z
28,female,Girona,cat,1,fp,T7_2_1,62,s
28,female,Girona,cat,1,fp,T7_2_2,46,s
28,female,Girona,cat,1,fp,T7_2_3,50,s
28,female,Girona,cat,1,fp,T7_2_4,67,s
28,female,Girona,cat,1,fp,T7_2_5,65,s
28,female,Girona,cat,1,fp,T7_2_6,59,s
28,female,Girona,cat,1,fp,T7_2_7,94,s
28,female,Girona,cat,1,fp,T7_2_8,26,s
28,female,Girona,cat,1,fp,T7_2_9,34,s
28,female,Girona,cat,1,fp,T7_2_10,8,s
28,female,Girona,cat,1,fp,T7_2_11,6,s
28,female,Girona,cat,1,fp,T8_2_1,14,s
28,female,Girona,cat,1,fp,T8_2_2,15,s
28,female,Girona,cat,1,fp,T8_2_3,19,s
28,female,Girona,cat,1,fp,T8_2_4,10,s
28,female,Girona,cat,1,fp,T8_2_5,12,s
28,female,Girona,cat,1,fp,T8_2_6,13,s
28,female,Girona,cat,1,fp,T8_2_7,16,s
28,female,Girona,cat,1,fp,T8_2_8,13,s
28,female,Girona,cat,1,fp,T8_2_9,15,s
28,female,Girona,cat,1,fp,T8_2_10,18,s
28,female,Girona,cat,1,fp,T8_2_11,15,s
28,female,Girona,cat,1,fp,T9_2_1,55,s
28,female,Girona,cat,1,fp,T9_2_2,61,s
28,female,Girona,cat,1,fp,T9_2_3,29,s
28,female,Girona,cat,1,fp,T9_2_4,20,s
28,female,Girona,cat,1,fp,T9_2_5,31,s
28,female,Girona,cat,1,fp,T9_2_6,17,s
28,female,Girona,cat,1,fp,T9_2_7,100,s
28,female,Girona,cat,1,fp,T9_2_8,15,s
28,female,Girona,cat,1,fp,T9_2_9,7,s
28,female,Girona,cat,1,fp,T9_2_10,2,s
28,female,Girona,cat,1,fp,T9_2_11,7,s
28,female,Girona,cat,1,fp,T10_2_1,52,s
28,female,Girona,cat,1,fp,T10_2_2,52,s
28,female,Girona,cat,1,fp,T10_2_3,56,s
28,female,Girona,cat,1,fp,T10_2_4,59,s
28,female,Girona,cat,1,fp,T10_2_5,50,s
28,female,Girona,cat,1,fp,T10_2_6,51,s
28,female,Girona,cat,1,fp,T10_2_7,42,s
28,female,Girona,cat,1,fp,T10_2_8,46,s
28,female,Girona,cat,1,fp,T10_2_9,43,s
28,female,Girona,cat,1,fp,T10_2_10,46,s
28,female,Girona,cat,1,fp,T10_2_11,46,s
28,female,Girona,cat,1,fp,T11_2_1,43,s
28,female,Girona,cat,1,fp,T11_2_2,42,s
28,female,Girona,cat,1,fp,T11_2_3,49,s
28,female,Girona,cat,1,fp,T11_2_4,47,s
28,female,Girona,cat,1,fp,T11_2_5,74,s
28,female,Girona,cat,1,fp,T11_2_6,79,s
28,female,Girona,cat,1,fp,T11_2_7,30,s
28,female,Girona,cat,1,fp,T11_2_8,42,s
28,female,Girona,cat,1,fp,T11_2_9,38,s
28,female,Girona,cat,1,fp,T11_2_10,30,s
28,female,Girona,cat,1,fp,T11_2_11,44,s
28,female,Girona,cat,1,fp,T12_2_1,82,s
28,female,Girona,cat,1,fp,T12_2_2,55,s
28,female,Girona,cat,1,fp,T12_2_3,67,s
28,female,Girona,cat,1,fp,T12_2_4,81,s
28,female,Girona,cat,1,fp,T12_2_5,82,s
28,female,Girona,cat,1,fp,T12_2_6,78,s
28,female,Girona,cat,1,fp,T12_2_7,18,s
28,female,Girona,cat,1,fp,T12_2_8,65,s
28,female,Girona,cat,1,fp,T12_2_9,67,s
28,female,Girona,cat,1,fp,T12_2_10,73,s
28,female,Girona,cat,1,fp,T12_2_11,63,s
32,male,Barcelona,cat_cast,5,uni,T1._1,75,z
32,male,Barcelona,cat_cast,5,uni,T1._2,66,z
32,male,Barcelona,cat_cast,5,uni,T1._3,79,z
32,male,Barcelona,cat_cast,5,uni,T1._4,69,z
32,male,Barcelona,cat_cast,5,uni,T1._5,79,z
32,male,Barcelona,cat_cast,5,uni,T1._6,64,z
32,male,Barcelona,cat_cast,5,uni,T1._7,74,z
32,male,Barcelona,cat_cast,5,uni,T1._8,77,z
32,male,Barcelona,cat_cast,5,uni,T1._9,68,z
32,male,Barcelona,cat_cast,5,uni,T1._10,70,z
32,male,Barcelona,cat_cast,5,uni,T1._11,68,z
32,male,Barcelona,cat_cast,5,uni,T2_1,40,z
32,male,Barcelona,cat_cast,5,uni,T2_2,87,z
32,male,Barcelona,cat_cast,5,uni,T2_3,57,z
32,male,Barcelona,cat_cast,5,uni,T2_4,64,z
32,male,Barcelona,cat_cast,5,uni,T2_5,60,z
32,male,Barcelona,cat_cast,5,uni,T2_6,66,z
32,male,Barcelona,cat_cast,5,uni,T2_7,93,z
32,male,Barcelona,cat_cast,5,uni,T2_8,56,z
32,male,Barcelona,cat_cast,5,uni,T2_9,13,z
32,male,Barcelona,cat_cast,5,uni,T2_10,58,z
32,male,Barcelona,cat_cast,5,uni,T2_11,59,z
32,male,Barcelona,cat_cast,5,uni,T3._1,94,z
32,male,Barcelona,cat_cast,5,uni,T3._2,78,z
32,male,Barcelona,cat_cast,5,uni,T3._3,87,z
32,male,Barcelona,cat_cast,5,uni,T3._4,87,z
32,male,Barcelona,cat_cast,5,uni,T3._5,87,z
32,male,Barcelona,cat_cast,5,uni,T3._6,88,z
32,male,Barcelona,cat_cast,5,uni,T3._7,62,z
32,male,Barcelona,cat_cast,5,uni,T3._8,94,z
32,male,Barcelona,cat_cast,5,uni,T3._9,96,z
32,male,Barcelona,cat_cast,5,uni,T3._10,95,z
32,male,Barcelona,cat_cast,5,uni,T3._11,94,z
32,male,Barcelona,cat_cast,5,uni,T4._1,88,z
32,male,Barcelona,cat_cast,5,uni,T4._2,70,z
32,male,Barcelona,cat_cast,5,uni,T4._3,88,z
32,male,Barcelona,cat_cast,5,uni,T4._4,92,z
32,male,Barcelona,cat_cast,5,uni,T4._5,90,z
32,male,Barcelona,cat_cast,5,uni,T4._6,87,z
32,male,Barcelona,cat_cast,5,uni,T4._7,51,z
32,male,Barcelona,cat_cast,5,uni,T4._8,94,z
32,male,Barcelona,cat_cast,5,uni,T4._9,96,z
32,male,Barcelona,cat_cast,5,uni,T4._10,94,z
32,male,Barcelona,cat_cast,5,uni,T4._11,94,z
32,male,Barcelona,cat_cast,5,uni,T5._1,34,z
32,male,Barcelona,cat_cast,5,uni,T5._2,32,z
32,male,Barcelona,cat_cast,5,uni,T5._3,51,z
32,male,Barcelona,cat_cast,5,uni,T5._4,69,z
32,male,Barcelona,cat_cast,5,uni,T5._5,66,z
32,male,Barcelona,cat_cast,5,uni,T5._6,75,z
32,male,Barcelona,cat_cast,5,uni,T5._7,88,z
32,male,Barcelona,cat_cast,5,uni,T5._8,55,z
32,male,Barcelona,cat_cast,5,uni,T5._9,55,z
32,male,Barcelona,cat_cast,5,uni,T5._10,74,z
32,male,Barcelona,cat_cast,5,uni,T5._11,60,z
32,male,Barcelona,cat_cast,5,uni,T6_1,70,z
32,male,Barcelona,cat_cast,5,uni,T6_2,65,z
32,male,Barcelona,cat_cast,5,uni,T6_3,71,z
32,male,Barcelona,cat_cast,5,uni,T6_4,67,z
32,male,Barcelona,cat_cast,5,uni,T6_5,78,z
32,male,Barcelona,cat_cast,5,uni,T6_6,75,z
32,male,Barcelona,cat_cast,5,uni,T6_7,95,z
32,male,Barcelona,cat_cast,5,uni,T6_8,77,z
32,male,Barcelona,cat_cast,5,uni,T6_9,47,z
32,male,Barcelona,cat_cast,5,uni,T6_10,65,z
32,male,Barcelona,cat_cast,5,uni,T6_11,76,z
32,male,Barcelona,cat_cast,5,uni,T7_1,71,s
32,male,Barcelona,cat_cast,5,uni,T7_2,64,s
32,male,Barcelona,cat_cast,5,uni,T7_3,70,s
32,male,Barcelona,cat_cast,5,uni,T7_4,82,s
32,male,Barcelona,cat_cast,5,uni,T7_5,77,s
32,male,Barcelona,cat_cast,5,uni,T7_6,69,s
32,male,Barcelona,cat_cast,5,uni,T7_7,60,s
32,male,Barcelona,cat_cast,5,uni,T7_8,79,s
32,male,Barcelona,cat_cast,5,uni,T7_9,73,s
32,male,Barcelona,cat_cast,5,uni,T7_10,77,s
32,male,Barcelona,cat_cast,5,uni,T7_11,74,s
32,male,Barcelona,cat_cast,5,uni,T8_1,52,s
32,male,Barcelona,cat_cast,5,uni,T8_2,39,s
32,male,Barcelona,cat_cast,5,uni,T8_3,68,s
32,male,Barcelona,cat_cast,5,uni,T8_4,69,s
32,male,Barcelona,cat_cast,5,uni,T8_5,77,s
32,male,Barcelona,cat_cast,5,uni,T8_6,71,s
32,male,Barcelona,cat_cast,5,uni,T8_7,28,s
32,male,Barcelona,cat_cast,5,uni,T8_8,57,s
32,male,Barcelona,cat_cast,5,uni,T8_9,45,s
32,male,Barcelona,cat_cast,5,uni,T8_10,49,s
32,male,Barcelona,cat_cast,5,uni,T8_11,71,s
32,male,Barcelona,cat_cast,5,uni,T9_1,72,s
32,male,Barcelona,cat_cast,5,uni,T9_2,54,s
32,male,Barcelona,cat_cast,5,uni,T9_3,69,s
32,male,Barcelona,cat_cast,5,uni,T9_4,59,s
32,male,Barcelona,cat_cast,5,uni,T9_5,65,s
32,male,Barcelona,cat_cast,5,uni,T9_6,73,s
32,male,Barcelona,cat_cast,5,uni,T9_7,77,s
32,male,Barcelona,cat_cast,5,uni,T9_8,79,s
32,male,Barcelona,cat_cast,5,uni,T9_9,71,s
32,male,Barcelona,cat_cast,5,uni,T9_10,78,s
32,male,Barcelona,cat_cast,5,uni,T9_11,64,s
32,male,Barcelona,cat_cast,5,uni,T10_1,63,s
32,male,Barcelona,cat_cast,5,uni,T10_2,57,s
32,male,Barcelona,cat_cast,5,uni,T10_3,61,s
32,male,Barcelona,cat_cast,5,uni,T10_4,70,s
32,male,Barcelona,cat_cast,5,uni,T10_5,70,s
32,male,Barcelona,cat_cast,5,uni,T10_6,71,s
32,male,Barcelona,cat_cast,5,uni,T10_7,39,s
32,male,Barcelona,cat_cast,5,uni,T10_8,64,s
32,male,Barcelona,cat_cast,5,uni,T10_9,78,s
32,male,Barcelona,cat_cast,5,uni,T10_10,77,s
32,male,Barcelona,cat_cast,5,uni,T10_11,70,s
32,male,Barcelona,cat_cast,5,uni,T11_1,55,s
32,male,Barcelona,cat_cast,5,uni,T11_2,50,s
32,male,Barcelona,cat_cast,5,uni,T11_3,62,s
32,male,Barcelona,cat_cast,5,uni,T11_4,67,s
32,male,Barcelona,cat_cast,5,uni,T11_5,68,s
32,male,Barcelona,cat_cast,5,uni,T11_6,68,s
32,male,Barcelona,cat_cast,5,uni,T11_7,72,s
32,male,Barcelona,cat_cast,5,uni,T11_8,72,s
32,male,Barcelona,cat_cast,5,uni,T11_9,23,s
32,male,Barcelona,cat_cast,5,uni,T11_10,76,s
32,male,Barcelona,cat_cast,5,uni,T11_11,77,s
32,male,Barcelona,cat_cast,5,uni,T12_1,61,s
32,male,Barcelona,cat_cast,5,uni,T12_2,56,s
32,male,Barcelona,cat_cast,5,uni,T12_3,70,s
32,male,Barcelona,cat_cast,5,uni,T12_4,70,s
32,male,Barcelona,cat_cast,5,uni,T12_5,68,s
32,male,Barcelona,cat_cast,5,uni,T12_6,68,s
32,male,Barcelona,cat_cast,5,uni,T12_7,92,s
32,male,Barcelona,cat_cast,5,uni,T12_8,59,s
32,male,Barcelona,cat_cast,5,uni,T12_9,35,s
32,male,Barcelona,cat_cast,5,uni,T12_10,36,s
32,male,Barcelona,cat_cast,5,uni,T12_11,52,s
63,female,Barcelona,cat,4,uni,T1_2_1,53,z
63,female,Barcelona,cat,4,uni,T1_2_2,49,z
63,female,Barcelona,cat,4,uni,T1_2_3,53,z
63,female,Barcelona,cat,4,uni,T1_2_4,48,z
63,female,Barcelona,cat,4,uni,T1_2_5,52,z
63,female,Barcelona,cat,4,uni,T1_2_6,55,z
63,female,Barcelona,cat,4,uni,T1_2_7,52,z
63,female,Barcelona,cat,4,uni,T1_2_8,52,z
